# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.queueSizeAvg,1698974777364000000,1698974837394000000,4.2491827097711585
FlushQueue.queueSizeMax,1698974777364000000,1698974837394000000,59
FlushQueue.waitingTimeAvgNs,1698974777364000000,1698974837394000000,4.215238339556847E7
FlushQueue.waitingTimeMaxNs,1698974777364000000,1698974837394000000,1619001343
AWTEventQueue.dispatchTime90PNs,1698974777364000000,1698974837394000000,2260991
NonBlockingReadAction.failedExecutionTimeUs,1698974777364000000,1698974837394000000,50990
AWTEventQueue.dispatchTimeMaxNs,1698974777364000000,1698974837394000000,3254779903
NonBlockingReadAction.finalizedExecutionsCount,1698974777364000000,1698974837394000000,127
AWTEventQueue.dispatchTimeTotalNS,1698974777364000000,1698974837394000000,18843866300
FlushQueue.executionTimeMaxNs,1698974777364000000,1698974837394000000,1702887423
NonBlockingReadAction.failedExecutionsCount,1698974777364000000,1698974837394000000,4
FlushQueue.queueSize90P,1698974777364000000,1698974837394000000,16
FlushQueue.tasksExecuted,1698974777364000000,1698974837394000000,2753
AWTEventQueue.eventsDispatched,1698974777364000000,1698974837394000000,7063
FlushQueue.executionTime90PNs,1698974777364000000,1698974837394000000,794623
FlushQueue.executionTimeAvgNs,1698974777364000000,1698974837394000000,3083255.2618961134
FlushQueue.waitingTime90PNs,1698974777364000000,1698974837394000000,109576191
NonBlockingReadAction.finalizedExecutionTimeUs,1698974777364000000,1698974837394000000,6144757
AWTEventQueue.dispatchTimeAvgNs,1698974777364000000,1698974837394000000,2668827.2926518475
workspaceModel.initializing.ms,1698974777364000000,1698974837394000000,1
workspaceModel.loading.total.ms,1698974777364000000,1698974837394000000,315
workspaceModel.updates.ms,1698974777364000000,1698974837394000000,47
workspaceModel.pre.handlers.ms,1698974777364000000,1698974837394000000,1
workspaceModel.check.recursive.update.ms,1698974777364000000,1698974837394000000,1
workspaceModel.to.snapshot.ms,1698974777364000000,1698974837394000000,0
workspaceModel.update.unloaded.entities.ms,1698974777364000000,1698974837394000000,0
workspaceModel.collect.changes.ms,1698974777364000000,1698974837394000000,0
workspaceModel.init.bridges.ms,1698974777364000000,1698974837394000000,1
workspaceModel.replace.project.model.ms,1698974777364000000,1698974837394000000,0
workspaceModel.updates.precise.ms,1698974777364000000,1698974837394000000,11
workspaceModel.loading.from.cache.ms,1698974777364000000,1698974837394000000,299
workspaceModel.updates.count,1698974777364000000,1698974837394000000,2
workspaceModel.moduleManagerBridge.load.all.modules.ms,1698974777364000000,1698974837394000000,123
workspaceModel.orphan.listener.update.ms,1698974777364000000,1698974837394000000,2
jps.global.get.libraries.ms,1698974777364000000,1698974837394000000,0
workspaceModel.global.apply.state.to.project.ms,1698974777364000000,1698974837394000000,39
jps.storage.jps.conf.reader.load.component.ms,1698974777364000000,1698974837394000000,27
workspaceModel.global.updates.count,1698974777364000000,1698974837394000000,0
jps.save.global.entities.ms,1698974777364000000,1698974837394000000,0
jps.app.storage.content.reader.load.component.ms,1698974777364000000,1698974837394000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1698974777364000000,1698974837394000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1698974777364000000,1698974837394000000,0
jps.global.get.library.ms,1698974777364000000,1698974837394000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1698974777364000000,1698974837394000000,0
jps.artifact.entities.serializer.save.entities.ms,1698974777364000000,1698974837394000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1698974777364000000,1698974837394000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1698974777364000000,1698974837394000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1698974777364000000,1698974837394000000,2
jps.app.storage.content.writer.save.component.ms,1698974777364000000,1698974837394000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1698974777364000000,1698974837394000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1698974777364000000,1698974837394000000,3
workspaceModel.mutableEntityStorage.add.entity.ms,1698974777364000000,1698974837394000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1698974777364000000,1698974837394000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1698974777364000000,1698974837394000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1698974777364000000,1698974837394000000,0
jps.load.project.to.empty.storage.ms,1698974777364000000,1698974837394000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1698974777364000000,1698974837394000000,1436
workspaceModel.moduleBridge.before.changed.ms,1698974777364000000,1698974837394000000,0
jps.apply.loaded.storage.ms,1698974777364000000,1698974837394000000,0
jps.project.serializers.load.ms,1698974777364000000,1698974837394000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1698974777364000000,1698974837394000000,0
jps.global.get.library.by.name.ms,1698974777364000000,1698974837394000000,0
jps.project.serializers.save.ms,1698974777364000000,1698974837394000000,1
jps.facet.change.listener.process.change.events.ms,1698974777364000000,1698974837394000000,0
workspaceModel.sync.entities.ms,1698974777364000000,1698974837394000000,0
jps.reload.project.entities.ms,1698974777364000000,1698974837394000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1698974777364000000,1698974837394000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1698974777364000000,1698974837394000000,0
jps.artifact.entities.serializer.load.entities.ms,1698974777364000000,1698974837394000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1698974777364000000,1698974837394000000,0
workspaceModel.mutableEntityStorage.entities.ms,1698974777364000000,1698974837394000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1698974777364000000,1698974837394000000,0
jps.load.initial.state.ms,1698974777364000000,1698974837394000000,10
workspaceModel.mutableEntityStorage.entities.by.source.ms,1698974777364000000,1698974837394000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1698974777364000000,1698974837394000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1698974777364000000,1698974837394000000,0
jps.global.initialize.library.bridges.ms,1698974777364000000,1698974837394000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1698974777364000000,1698974837394000000,0
jps.save.changed.project.entities.ms,1698974777364000000,1698974837394000000,1
jps.global.handle.before.change.events.ms,1698974777364000000,1698974837394000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1698974777364000000,1698974837394000000,0
workspaceModel.global.updates.ms,1698974777364000000,1698974837394000000,0
workspaceModel.moduleBridge.update.option.ms,1698974777364000000,1698974837394000000,0
jps.global.initialize.library.bridges.after.loading.ms,1698974777364000000,1698974837394000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1698974777364000000,1698974837394000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1698974777364000000,1698974837394000000,0
jps.library.entities.serializer.load.entities.ms,1698974777364000000,1698974837394000000,0
workspaceModel.save.cache.to.file.ms,1698974777364000000,1698974837394000000,47
workspaceModel.load.cache.from.file.ms,1698974777364000000,1698974837394000000,294
jps.facet.change.listener.before.change.events.ms,1698974777364000000,1698974837394000000,0
jps.global.handle.changed.events.ms,1698974777364000000,1698974837394000000,0
jps.facet.change.listener.init.bridge.ms,1698974777364000000,1698974837394000000,0
jps.library.entities.serializer.save.entities.ms,1698974777364000000,1698974837394000000,0
FileNameCache.fastMisses,1698974777364000000,1698974837394000000,2409790
FileNameCache.queries,1698974777364000000,1698974837394000000,20264845
FileNameCache.totalMisses,1698974777364000000,1698974837394000000,711828
StreamlinedBlobStorage.recordsAllocated,1698974777364000000,1698974837394000000,912217
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1698974777364000000,1698974837394000000,324100096
DirectByteBufferAllocator.hits,1698974777364000000,1698974837394000000,16
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1698974777364000000,1698974837394000000,15433226
FilePageCache.pageLoadsAboveSizeThreshold,1698974777364000000,1698974837394000000,0
FilePageCache.disposedBuffers,1698974777364000000,1698974837394000000,16
StorageLockContext.competingThreads.90P,1698974777364000000,1698974837394000000,0
FilePageCache.maxCacheSizeInBytes,1698974777364000000,1698974837394000000,324100096
DirectByteBufferAllocator.disposed,1698974777364000000,1698974837394000000,0
DirectByteBufferAllocator.misses,1698974777364000000,1698974837394000000,257
StreamlinedBlobStorage.recordsRelocated,1698974777364000000,1698974837394000000,0
FilePageCache.capacityInBytes,1698974777364000000,1698974837394000000,524288000
FilePageCache.pageHits,1698974777364000000,1698974837394000000,123096
FilePageCache.totalPageDisposalsUs,1698974777364000000,1698974837394000000,3510
FilePageCache.totalPageLoadsUs,1698974777364000000,1698974837394000000,1285757
FilePageCache.pageFastCacheHits,1698974777364000000,1698974837394000000,2350379
FilePageCache.pageLoads,1698974777364000000,1698974837394000000,273
StreamlinedBlobStorage.recordsDeleted,1698974777364000000,1698974837394000000,15952
FilePageCache.maxRegisteredFiles,1698974777364000000,1698974837394000000,301
FilePageCache.uncachedFileAccess,1698974777364000000,1698974837394000000,195
StorageLockContext.competingThreads.max,1698974777364000000,1698974837394000000,3
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1698974777364000000,1698974837394000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1698974777364000000,1698974837394000000,63215217
DirectByteBufferAllocator.reclaimed,1698974777364000000,1698974837394000000,16
StorageLockContext.competingThreads.avg,1698974777364000000,1698974837394000000,0.21495327102803738
IndexesFlusher.totalFlushesRetried,1698974777364000000,1698974837394000000,5
IndexesFlusher.totalContentionQuotaSpent,1698974777364000000,1698974837394000000,49
Indexes.stubs.lookupDurationAvgMs,1698974777364000000,1698974837394000000,9.0
Indexes.stubs.lookups,1698974777364000000,1698974837394000000,3.0
VFSFlusher.totalFlushingTimeUs,1698974777364000000,1698974837394000000,3387009
Indexes.stubs.lookupDuration90PMs,1698974777364000000,1698974837394000000,27.0
Indexes.allKeys.lookupDuration90PMs,1698974777364000000,1698974837394000000,0.0
Indexes.entries.lookupDurationMaxMs,1698974777364000000,1698974837394000000,28.0
VFSFlusher.totalFlushesRetried,1698974777364000000,1698974837394000000,1
IndexesFlusher.totalFlushes,1698974777364000000,1698974837394000000,84
Indexes.allKeys.lookupDurationMaxMs,1698974777364000000,1698974837394000000,0.0
Indexes.entries.lookupDuration90PMs,1698974777364000000,1698974837394000000,28.0
IndexesFlusher.totalFlushingTimeUs,1698974777364000000,1698974837394000000,12630004
Indexes.allKeys.lookups,1698974777364000000,1698974837394000000,0.0
Indexes.stubs.lookupDurationMaxMs,1698974777364000000,1698974837394000000,27.0
VFSFlusher.totalContentionQuotaSpent,1698974777364000000,1698974837394000000,49
Indexes.entries.lookups,1698974777364000000,1698974837394000000,5.0
VFSFlusher.totalFlushes,1698974777364000000,1698974837394000000,47
Indexes.entries.lookupDurationAvgMs,1698974777364000000,1698974837394000000,5.8
Indexes.allKeys.lookupDurationAvgMs,1698974777364000000,1698974837394000000,0.0
OS.loadAverage,1698974777364000000,1698974837394000000,-1.0
JVM.GC.collectionTimesMs,1698974777364000000,1698974837394000000,979
JVM.threadCount,1698974777364000000,1698974837394000000,138
JVM.usedHeapBytes,1698974777364000000,1698974837394000000,509855744
JVM.usedNativeBytes,1698974777364000000,1698974837394000000,316987464
JVM.GC.collections,1698974777364000000,1698974837394000000,66
JVM.maxNativeBytes,1698974777364000000,1698974837394000000,-1
JVM.totalCpuTimeMs,1698974777364000000,1698974837394000000,176796
JVM.maxHeapBytes,1698974777364000000,1698974837394000000,1572864000
FlushQueue.queueSizeAvg,1698974837394000000,1698974897389000000,0.12143611404435058
FlushQueue.queueSizeMax,1698974837394000000,1698974897389000000,4
FlushQueue.waitingTimeAvgNs,1698974837394000000,1698974897389000000,5160820.747624076
FlushQueue.waitingTimeMaxNs,1698974837394000000,1698974897389000000,1061158911
AWTEventQueue.dispatchTime90PNs,1698974837394000000,1698974897389000000,643071
NonBlockingReadAction.failedExecutionTimeUs,1698974837394000000,1698974897389000000,7443
AWTEventQueue.dispatchTimeMaxNs,1698974837394000000,1698974897389000000,1056964607
NonBlockingReadAction.finalizedExecutionsCount,1698974837394000000,1698974897389000000,120
AWTEventQueue.dispatchTimeTotalNS,1698974837394000000,1698974897389000000,3647241700
FlushQueue.executionTimeMaxNs,1698974837394000000,1698974897389000000,175112191
NonBlockingReadAction.failedExecutionsCount,1698974837394000000,1698974897389000000,1
FlushQueue.queueSize90P,1698974837394000000,1698974897389000000,0
FlushQueue.tasksExecuted,1698974837394000000,1698974897389000000,947
AWTEventQueue.eventsDispatched,1698974837394000000,1698974897389000000,4578
FlushQueue.executionTime90PNs,1698974837394000000,1698974897389000000,272383
FlushQueue.executionTimeAvgNs,1698974837394000000,1698974897389000000,540867.6304118268
FlushQueue.waitingTime90PNs,1698974837394000000,1698974897389000000,477183
NonBlockingReadAction.finalizedExecutionTimeUs,1698974837394000000,1698974897389000000,14420239
AWTEventQueue.dispatchTimeAvgNs,1698974837394000000,1698974897389000000,795414.8851026649
workspaceModel.initializing.ms,1698974837394000000,1698974897389000000,1
workspaceModel.loading.total.ms,1698974837394000000,1698974897389000000,315
workspaceModel.updates.ms,1698974837394000000,1698974897389000000,47
workspaceModel.pre.handlers.ms,1698974837394000000,1698974897389000000,1
workspaceModel.check.recursive.update.ms,1698974837394000000,1698974897389000000,1
workspaceModel.to.snapshot.ms,1698974837394000000,1698974897389000000,0
workspaceModel.update.unloaded.entities.ms,1698974837394000000,1698974897389000000,0
workspaceModel.collect.changes.ms,1698974837394000000,1698974897389000000,0
workspaceModel.init.bridges.ms,1698974837394000000,1698974897389000000,1
workspaceModel.replace.project.model.ms,1698974837394000000,1698974897389000000,0
workspaceModel.updates.precise.ms,1698974837394000000,1698974897389000000,11
workspaceModel.loading.from.cache.ms,1698974837394000000,1698974897389000000,299
workspaceModel.updates.count,1698974837394000000,1698974897389000000,2
workspaceModel.moduleManagerBridge.load.all.modules.ms,1698974837394000000,1698974897389000000,123
workspaceModel.orphan.listener.update.ms,1698974837394000000,1698974897389000000,2
jps.global.get.libraries.ms,1698974837394000000,1698974897389000000,0
workspaceModel.global.apply.state.to.project.ms,1698974837394000000,1698974897389000000,39
jps.storage.jps.conf.reader.load.component.ms,1698974837394000000,1698974897389000000,27
workspaceModel.global.updates.count,1698974837394000000,1698974897389000000,0
jps.save.global.entities.ms,1698974837394000000,1698974897389000000,0
jps.app.storage.content.reader.load.component.ms,1698974837394000000,1698974897389000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1698974837394000000,1698974897389000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1698974837394000000,1698974897389000000,0
jps.global.get.library.ms,1698974837394000000,1698974897389000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1698974837394000000,1698974897389000000,0
jps.artifact.entities.serializer.save.entities.ms,1698974837394000000,1698974897389000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1698974837394000000,1698974897389000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1698974837394000000,1698974897389000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1698974837394000000,1698974897389000000,2
jps.app.storage.content.writer.save.component.ms,1698974837394000000,1698974897389000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1698974837394000000,1698974897389000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1698974837394000000,1698974897389000000,3
workspaceModel.mutableEntityStorage.add.entity.ms,1698974837394000000,1698974897389000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1698974837394000000,1698974897389000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1698974837394000000,1698974897389000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1698974837394000000,1698974897389000000,0
jps.load.project.to.empty.storage.ms,1698974837394000000,1698974897389000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1698974837394000000,1698974897389000000,1436
workspaceModel.moduleBridge.before.changed.ms,1698974837394000000,1698974897389000000,0
jps.apply.loaded.storage.ms,1698974837394000000,1698974897389000000,0
jps.project.serializers.load.ms,1698974837394000000,1698974897389000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1698974837394000000,1698974897389000000,0
jps.global.get.library.by.name.ms,1698974837394000000,1698974897389000000,0
jps.project.serializers.save.ms,1698974837394000000,1698974897389000000,1
jps.facet.change.listener.process.change.events.ms,1698974837394000000,1698974897389000000,0
workspaceModel.sync.entities.ms,1698974837394000000,1698974897389000000,0
jps.reload.project.entities.ms,1698974837394000000,1698974897389000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1698974837394000000,1698974897389000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1698974837394000000,1698974897389000000,0
jps.artifact.entities.serializer.load.entities.ms,1698974837394000000,1698974897389000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1698974837394000000,1698974897389000000,0
workspaceModel.mutableEntityStorage.entities.ms,1698974837394000000,1698974897389000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1698974837394000000,1698974897389000000,0
jps.load.initial.state.ms,1698974837394000000,1698974897389000000,10
workspaceModel.mutableEntityStorage.entities.by.source.ms,1698974837394000000,1698974897389000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1698974837394000000,1698974897389000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1698974837394000000,1698974897389000000,0
jps.global.initialize.library.bridges.ms,1698974837394000000,1698974897389000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1698974837394000000,1698974897389000000,0
jps.save.changed.project.entities.ms,1698974837394000000,1698974897389000000,1
jps.global.handle.before.change.events.ms,1698974837394000000,1698974897389000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1698974837394000000,1698974897389000000,0
workspaceModel.global.updates.ms,1698974837394000000,1698974897389000000,0
workspaceModel.moduleBridge.update.option.ms,1698974837394000000,1698974897389000000,0
jps.global.initialize.library.bridges.after.loading.ms,1698974837394000000,1698974897389000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1698974837394000000,1698974897389000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1698974837394000000,1698974897389000000,0
jps.library.entities.serializer.load.entities.ms,1698974837394000000,1698974897389000000,0
workspaceModel.save.cache.to.file.ms,1698974837394000000,1698974897389000000,47
workspaceModel.load.cache.from.file.ms,1698974837394000000,1698974897389000000,294
jps.facet.change.listener.before.change.events.ms,1698974837394000000,1698974897389000000,0
jps.global.handle.changed.events.ms,1698974837394000000,1698974897389000000,0
jps.facet.change.listener.init.bridge.ms,1698974837394000000,1698974897389000000,0
jps.library.entities.serializer.save.entities.ms,1698974837394000000,1698974897389000000,0
FileNameCache.fastMisses,1698974837394000000,1698974897389000000,1323732
FileNameCache.queries,1698974837394000000,1698974897389000000,17246504
FileNameCache.totalMisses,1698974837394000000,1698974897389000000,296628
StreamlinedBlobStorage.recordsAllocated,1698974837394000000,1698974897389000000,4
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1698974837394000000,1698974897389000000,331440128
DirectByteBufferAllocator.hits,1698974837394000000,1698974897389000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1698974837394000000,1698974897389000000,16287
FilePageCache.pageLoadsAboveSizeThreshold,1698974837394000000,1698974897389000000,0
FilePageCache.disposedBuffers,1698974837394000000,1698974897389000000,0
StorageLockContext.competingThreads.90P,1698974837394000000,1698974897389000000,0
FilePageCache.maxCacheSizeInBytes,1698974837394000000,1698974897389000000,331440128
DirectByteBufferAllocator.disposed,1698974837394000000,1698974897389000000,0
DirectByteBufferAllocator.misses,1698974837394000000,1698974897389000000,7
StreamlinedBlobStorage.recordsRelocated,1698974837394000000,1698974897389000000,0
FilePageCache.capacityInBytes,1698974837394000000,1698974897389000000,524288000
FilePageCache.pageHits,1698974837394000000,1698974897389000000,115702
FilePageCache.totalPageDisposalsUs,1698974837394000000,1698974897389000000,7
FilePageCache.totalPageLoadsUs,1698974837394000000,1698974897389000000,9450
FilePageCache.pageFastCacheHits,1698974837394000000,1698974897389000000,1573998
FilePageCache.pageLoads,1698974837394000000,1698974897389000000,7
StreamlinedBlobStorage.recordsDeleted,1698974837394000000,1698974897389000000,4
FilePageCache.maxRegisteredFiles,1698974837394000000,1698974897389000000,301
FilePageCache.uncachedFileAccess,1698974837394000000,1698974897389000000,4
StorageLockContext.competingThreads.max,1698974837394000000,1698974897389000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1698974837394000000,1698974897389000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1698974837394000000,1698974897389000000,0
DirectByteBufferAllocator.reclaimed,1698974837394000000,1698974897389000000,0
StorageLockContext.competingThreads.avg,1698974837394000000,1698974897389000000,0.0
IndexesFlusher.totalFlushesRetried,1698974837394000000,1698974897389000000,24
IndexesFlusher.totalContentionQuotaSpent,1698974837394000000,1698974897389000000,57
Indexes.stubs.lookupDurationAvgMs,1698974837394000000,1698974897389000000,0.0
Indexes.stubs.lookups,1698974837394000000,1698974897389000000,0.0
VFSFlusher.totalFlushingTimeUs,1698974837394000000,1698974897389000000,3750547
Indexes.stubs.lookupDuration90PMs,1698974837394000000,1698974897389000000,0.0
Indexes.allKeys.lookupDuration90PMs,1698974837394000000,1698974897389000000,0.0
Indexes.entries.lookupDurationMaxMs,1698974837394000000,1698974897389000000,0.0
VFSFlusher.totalFlushesRetried,1698974837394000000,1698974897389000000,0
IndexesFlusher.totalFlushes,1698974837394000000,1698974897389000000,133
Indexes.allKeys.lookupDurationMaxMs,1698974837394000000,1698974897389000000,0.0
Indexes.entries.lookupDuration90PMs,1698974837394000000,1698974897389000000,0.0
IndexesFlusher.totalFlushingTimeUs,1698974837394000000,1698974897389000000,17542603
Indexes.allKeys.lookups,1698974837394000000,1698974897389000000,0.0
Indexes.stubs.lookupDurationMaxMs,1698974837394000000,1698974897389000000,0.0
VFSFlusher.totalContentionQuotaSpent,1698974837394000000,1698974897389000000,0
Indexes.entries.lookups,1698974837394000000,1698974897389000000,0.0
VFSFlusher.totalFlushes,1698974837394000000,1698974897389000000,51
Indexes.entries.lookupDurationAvgMs,1698974837394000000,1698974897389000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1698974837394000000,1698974897389000000,0.0
OS.loadAverage,1698974837394000000,1698974897389000000,-1.0
JVM.GC.collectionTimesMs,1698974837394000000,1698974897389000000,977
JVM.threadCount,1698974837394000000,1698974897389000000,121
JVM.usedHeapBytes,1698974837394000000,1698974897389000000,657981440
JVM.usedNativeBytes,1698974837394000000,1698974897389000000,328965864
JVM.GC.collections,1698974837394000000,1698974897389000000,48
